name,Kind,Alcohol,Aroma,Taste,Finish
고도리 로제,"우리술, 로제 와인",12.0,"딸기, 장미, 체리, 사탕","가벼운, 청량한, 약간의 산미","균형 잡힌, 붉은 베리류, 달콤한"
우포의 아침 양파 와인,"우리술, 화이트 와인",12.0,"과일, 곡물, 시럽","달콤한, 은은한, 산뜻한, 둥근","누룩, 감칠맛, 양파"
킹키 펌킨,"사이더, 우리술",5.0,"사과, 호박, 꿀","향신료, 달콤한, 풍성한","가벼운, 부드러운, 은은한"
고도리 청수 화이트,"화이트 와인, 우리술",10.5,"열대 과일, 청포도, 훈연, 바닐라, 토스트","새콤한, 열대 과일, 달콤한, 화사한, 상큼한","산미, 균형 잡힌, 톡 쏘는"
이강주,"우리술, 리큐르",25.0,"대나무, 한약재","알싸한, 달콤한, 부드러운","깔끔한, 상쾌한"
추성주,우리술,25.0,"은은한, 오미자, 한약재","부드러운, 묵직한, 알싸한","달콤한, 누룩, 한약재"
샤또 미소 영동 40%,"브랜디, 우리술",40.0,"포도, 꽃, 은은한","부드러운, 달콤한, 복합적인","긴 여운, 과일, 바닐라"
대향 와이너리 로제,"로제 와인, 우리술",12.0,"머루, 산뜻한, 라즈베리","가벼운, 산미, 부드러운","달콤한, 딸기, 은은한"
그랑 꼬또 로제 와인,"로제 와인, 우리술",12.0,"딸기, 사과, 자몽","시트러스, 체리, 은은한","가벼운, 달콤한, 산뜻한"
불 소곡주,"리큐르, 우리술",43.0,"은은한, 쌀, 구수한","누룩, 알싸한, 감칠맛","부드러운, 개운한, 긴 여운"
오디여라,"리큐르, 우리술",25.0,"오디, 달콤한, 오크","쌉쌀한, 다크 초콜릿, 감칠맛","깔끔한, 매콤한, 훈연"
마지끄 무주 스위트,"레드 와인, 우리술",12.0,"효모, 향긋한, 베리류","머루, 달콤한, 검붉은 과일","과일, 깔끔한, 긴 여운"
해플스 스위트 애플 사이더,"사이더, 우리술",3.0,"사과, 달콤한, 화려한","새콤한, 달콤한, 부드러운","상큼한, 탄산감, 가벼운"
해플스 애플사이더 스탠다드,"사이더, 우리술",4.5,"사과, 달콤한, 화려한","부드러운, 달콤한, 새콤한","시원한, 상큼한, 탄산감"
너브내 스파클링 화이트와인 드라이,"스파클링 와인, 우리술",12.0,"복숭아, 상쾌한, 살구","달콤한, 산미, 알코올감, 핵과류","긴 여운, 균형 잡힌, 경쾌한 탄산"
몽 레브 오로라,"리큐르, 우리술",15.0,"달콤한, 열대 과일, 다채로운","새콤한, 과일, 상큼한","알코올감, 경쾌한, 은은한 탄산감"
몽 레브 라바,"리큐르, 우리술",15.0,"수박, 향긋한, 과일","새콤한, 달콤한, 상큼한","경쾌한 탄산, 은은한, 상쾌한"
한비 오가피술,"리큐르, 우리술",35.0,"한약재, 누룩, 쌀","쌉쌀한, 쌀 고유의 단맛, 곡물","알코올감, 알싸한, 긴 여운"
